id,status,notes,dso_id,ready_to_go
2438,1,"Elongated with a bright core.   Disk has suggestions of spiral structure.",2438,1
2439,1,"Elongated overall, the spiral arms on the E side are more distinct.",2439,1
2440,1,"Nearly face-on with prominent spiral arms and a very small bright core and bar.",2440,1
2441,1,"Trail of 5 small galaxies extending to the NW.   Generally all featureless.",2441,1
2442,1,"Elongated with a slightly lopsided core surrounded by a fainter disk.",2442,1
2443,1,"Face on - hint of spiral arms.  Crowded field.",2443,1
2444,1,"Elongated with three arms.",2444,1
2445,1,"Very small, some structure.  The quasar PG 1634+706 is about 1° W.",2445,1
2446,1,"Elongated with faint outer spiral arms.",2446,1
2447,1,"Pair of small faint galaxies.",2447,1
2448,1,"",2448,1
2449,1,"Cluster of several small and faint galaxies.",2449,1
2450,1,"Bright core, hazy halo.  Paired with very faint NGC 6348 (5' SW).",2450,1
2451,1,"Small, slightly elongated, no features.",2451,1
2452,1,"Unremarkable elliptical 2.5' S of HD 158013 (mag 6.5).",2452,1
2453,1,"Elongated; bright nucleus with 4 filamentary arms.",2453,1
2454,1,"Elongated with two short spiral arms NW/SE.",2454,1
2455,1,"",2455,1
2456,1,"Faint and elongated, disk to S is brighter.",2456,1
2457,1,"Slightly elongated - no features.",2457,1
2458,1,"Small elliptical;  star at one end.",2458,1
2459,1,"Face-on with fluffy distinct spiral arms.",2459,1
2460,1,"Elongated with distinct spiral arms.",2460,1
2461,1,"Field of small faint galaxies with no features.",2461,1
2462,1,"Bright small core with faint disk.",2462,1
2463,1,"Faint and ""puffy"".",2463,1
2464,1,"Small galaxy with tight structure.",2464,1
2465,1,"Two small faint galaxies (with NGC 6602).   Unremarkable.",2465,1
2466,1,"Oval shaped.   Bar is tilted slightly NE/SW from the hazy disk that has faint thin arms against it.",2466,1
2467,1,"Elongated with a mostly edge-on faint companion 4' S (PGC 62346, SBb, mag 14.0).",2467,1
2468,1,"Elongated with a faint dust lane on the E side.",2468,1
2469,1,"Small, inverse-S shaped.",2469,1
2470,1,"Pair of galaxies with NGC 6707 (6' SSW).",2470,1
2471,1,"Bright core, almost no halo, no features.",2471,1
2472,1,"Elongated with two spiral arms.",2472,1
2473,1,"Elongated spiral with faint arms against the disk.   12th mag star on W edge.",2473,1
2474,1,"Elongated, no features.",2474,1
2475,1,"Striking quartet of galaxies in a line NE/SW.   A has broad spiral arms; the S arm connects on the NE side to B which has a ring and distorted arms.  The N arm likewise wraps over to  C on the SW side which is edge-on, followed by D.   The overall extent is 4'.",2475,1
2476,1,"",2476,1
2477,1,"Irregularly shaped - should response to O III filters.    Jupiter-sized.",2477,1
2478,1,"",2478,1
2479,1,"Small with no features.",2479,1
2480,1,"No features.",2480,1
2481,1,"Small featureless ball.",2481,1
2482,1,"Face-on spiral with prominent arms.",2482,1
2483,1,"Small fuzzy ball with a bright core.   No features.",2483,1
2484,1,"Elongated.  Bar is not prominent.  Faint spiral arms against disk.",2484,1
2485,1,"Pair of face-on galaxies (with NGC 6937, 4' SE) both with rings.   NGC 6937 has extended spiral arms.",2485,1
2486,1,"Bright halo and bar extending E/W with outer halo extending SE/NW.",2486,1
2487,1,"",2487,1
2488,1,"A collection of over half a dozen small faint galaxies, magnitude 12-15.",2488,1
2489,1,"Compact with a hint of stubby arms projecting from a bright disk.",2489,1
2490,1,"Oval-shaped;  spiral arms make 1 1/2 revolutions but might be hard to resolve.",2490,1
2491,1,"Small concentration of stars, surrounded by a crescent-shaped dark nebula (B 353) in FOV.",2491,1
2492,1,"Elongated dominated by the bright center.",2492,1
2493,1,"Bright center; hazy halo.  No features.",2493,1
2494,1,"Several spiral arms.  Elongated.",2494,1
2495,1,"Elongated with bright core and chunky spiral arms.",2495,1
2496,1,"Edge-on with pointy arms, esp. to the E.",2496,1
2497,1,"Elongated with a brighter inner disk and very faint outer disk.   9th magnitude star at N end.",2497,1
2498,1,"Face-on spiral, tiny core with arms (mostly discernable) against the disk.",2498,1
2499,1,"Spider-like, slightly elongated.  Paired with NGC 7072 (4' SSE).",2499,1
2500,1,"Mostly open - bright core with two thick arms",2500,1
2501,1,"Asymmetrically shaped.   Two spiral arms to N and E.",2501,1
2502,1,"Pair with NGC 7126 to the N.   Two extended bright spiral arms.",2502,1
2503,1,"Overall round, but slightly distorted and irregularly bright.",2503,1
2504,1,"Face on spiral, small core with large sweeping arms.",2504,1
2505,1,"",2505,1
2506,1,"",2506,1
2507,1,"",2507,1
2508,1,"Bright core but no features.   Close to α Gruis (mag 1.7, 16' NW).",2508,1
2509,1,"Mostly round, bright spiral arms against inner disk, trailing out as fainter extensions.",2509,1
2510,1,"Elongated with no features except a small faint galaxy hanging off one end.
NGC 7250 in the FOV is irregular, with a bright SFR at the N end.",2510,1
2511,1,"Bright bar, with faint outer ring.",2511,1
2512,1,"Arp 93.  A pair of interacting galaxies (the cores are only 20 kly apart) with a long tidal stream.",2512,1
2513,1,"Nearly edge-on with mottled disk.",2513,1
2514,1,"Small, but the very abnormal  face-on spiral arms are bright next to the core.",2514,1
2515,1,"Elongated with bright nucleus and mottled disk with suggestions of arms.",2515,1
2516,1,"Edge-on, no features.",2516,1
2517,1,"",2517,1
2518,1,"",2518,1
2519,1,"",2519,1
2520,1,"Sextet of small faint galaxies in a V-shaped pattern.   No features.
NGC 7384 and 7388 are sometimes listed as DSOs in the field but are actually faint stars.",2520,1
2521,1,"Elongated - the outer disk is fainter but peppered with bright knots.",2521,1
2522,1,"Spindle shaped.   11th mag star at W end.     No prominent features.",2522,1
2523,1,"Pair of interacting galaxies with IC 5283 1.5' NE.    Both are structured with a tail/arm on the companion jutting out to the W.",2523,1
2524,1,"Ball-like; all core.   10th mag foreground star on S edge.",2524,1
2525,1,"Very small, round, no features.",2525,1
2526,1,"Pair of small faint galaxies with NGC 7559 N 6'.    Slightly elongated with a bar and very faint halo out of alignment to each other.",2526,1
2527,1,"Sparse collection of several small galaxies.  NGC 7587 is edge-on adjacent to another edge-on galaxy (PGC 70985, Sd, mag 14.5,  1' S).",2527,1
2528,1,"Beight core, fuzzy disk.  Interloping star on S side.  No features.",2528,1
2529,1,"Interacting pair.  Highly disturbed with a very faint edge-on companion jutting out to the N.
7' SE is NGC 7677 with a bright core and sprinkler-like loopy arms NE/SW.",2529,1
2530,1,"Face on spiral with distinct arms, one to the SW being especially bright.",2530,1
2531,1,"Small nucleus and inner disk - expansive arms dotted with SFRs.",2531,1
2532,1,"Elongated with a ring - sort of looks like a fuzzy out of focus Saturn.",2532,1
2533,1,"Small interacting pair with NGC 7714.  Both are distorted.",2533,1
2534,1,"Elongated spiral.  10th mag star to S.",2534,1
2535,1,"",2535,1
2536,1,"Irregular galaxy.  Ear shaped.",2536,1
2537,1,"Bright nucleus, nearly face on with thin arms.   5' SE is an interacting pair, NGC 7770/1.  NGC 7771 is very distorted with",2537,1
2538,1,"Field of 5 galaxies.   NGC 7782 is elongated with small core and faint thin arms on the disk.
SW (about 7') are two elliptical/lenticulars and a very small edge-on (NGC 7781, S0).  NW (10') is NGC 7780 an elongated spiral.",2538,1
2539,1,"Face on with spiral arms but very small.",2539,1
2540,1,"Faint face-on-galaxy.  Difficult to observe owing to the nearby foreground stars.",2540,1
2541,1,"A very odd spiral structure that might be very difficult to see, given the small angular size.",2541,1
2542,1,"Star-like nucleus with prominent ring and arms extending from it.",2542,1
2543,1,"Pair of RNs (with IC 431) NW of the Flame Nebula.",2543,1
2544,1,"Small core; slightly detached spiral arms.",2544,1
2545,1,"Faint nebula part of a larger complex.",2545,1
2546,1,"Very faint and small.",2546,1
2547,1,"Elongated with a bright core.",2547,1
2548,1,"At best, might show up in imaging as a bright core with haze.",2548,1
2550,1,"Lenticular with a bar-like core and very faint ring.",2550,1
2551,1,"Quartet of galaxies.  Two brighter/larger:  IC 750 is elongated with hazy outer structure.  IC 749 is a mostly face-on spiral.  The others (11' S) are fainter/smaller:  IC 751 is edge-on;  IC 752 is face-on.",2551,1
2552,1,"Small edge-on galaxy with a second fainter edge-on galaxy (NGC 5673) in the FOV, 14' away.",2552,1
2553,1,"",2553,1
2554,1,"Face-on, overall faint, dim core.  8th mag star to SW.",2554,1
2555,1,"S shaped but very small.",2555,1
2556,1,"Slightly elongated puff ball.  No features.",2556,1
2557,1,"Immediately adjacent to a 10th mag star (1.2' W).  No features.",2557,1
2558,1,"Just 2' W of a mag 7.7 star.   Elongated with irregular-shaped disk.",2558,1
2559,1,"Elongated with indistinct arms.",2559,1
2560,1,"Faint spiral with fluffy spiral arms just 9' N of τ⁵ Eridani (mag 4.25).",2560,1
2561,1,"Elongated with two bright swirly arms.",2561,1
2562,1,"Edge-on with a bright line for a disk and outer haze.",2562,1
2563,1,"Spindle-shaped, no structure in the disk.",2563,1
2564,1,"Round with a bright inner disk surrounded by a fainter haze of outer structure.",2564,1
2565,1,"Edge-on with slight concentration in the inner disl.",2565,1
2566,1,"",2566,1
2567,1,"Small with a bright nucleus and faint halo.   No features.",2567,1
2568,1,"Hazy elongated spiral.  Arms faint against the disk.",2568,1
2569,1,"Face-on with distinct spiral arms but very small.",2569,1
2570,1,"Small faint galaxies in a field with other small faint galaxies.",2570,1
2571,1,"Cluster in the LMC.",2571,1
2572,1,"Small and round with a bright core and faint disk/arms.",2572,1
2573,1,"Clumps of material around a 11 mag star.   Two dark nebulae in FOV (B 37, NE; LBN 1670 SW).",2573,1
2574,1,"Eye-shaped with bright core and two spiral arms that look like arcs on NW/SE sides.",2574,1
2575,1,"Needle-like.   Features on disk appear mottled.",2575,1
2576,1,"Pair of faint and small galaxies.  Some structure.",2576,1
2577,1,"",2577,1
2578,1,"",2578,1
2579,1,"",2579,1
2580,1,"FOV should be on NGC 3281 which is brighter/larger.",2580,1
2581,1,"Face-on with one brighter spiral arm to the W.",2581,1
2582,1,"Faint LSB dwarf galaxy obscured by foreground molecular clouds.",2582,1
2583,1,"Small elliptical with a slight halo.   No features.",2583,1
2584,1,"Small tiny core and large oval disk.",2584,1
2585,1,"Elongated but with an S-shaped line/disk.   Generally overlooked.",2585,1
2586,1,"Very small with some non-uniform structure.",2586,1
2587,1,"Faint cotton ball.   IC 4299 (Sa) is in the FOV (6' S).",2587,1
2588,1,"Edge-on with ""pointy"" outer disk.   Dust-lane on E side.",2588,1
2589,1,"Small and faint with a peculiar structure in the disk.   Companion IC 4387 is in the FOV.",2589,1
2590,1,"Edge-on with pointy ends of the disk.",2590,1
2591,1,"Face on - several foreground stars (mag 15-16).",2591,1
2592,1,"Group of 5 galaxies mags 13-15, all about 1' in diameter.   Not esp. interesting visually, but a nice ""set"".",2592,1
2593,1,"Small in a rich star field.",2593,1
2594,1,"Faint and diffuse against an 8th magnitude star surrounded by extensive dark nebulae.",2594,1
2595,1,"Nebula surrounding 22 Scorpii, bounding on dark nebula B 44.   With very long exposures, might show a striking contrast.",2595,1
2596,1,"A pair of spiral galaxies with iC 4635 (edge-on).",2596,1
2597,1,"",2597,1
2598,1,"Faint nebulosity on the NE outskirts of the Lagoon Nebula.",2598,1
2599,1,"Faint reflection nebula around a 10th mag star.",2599,1
2600,1,"Trio of galaxies with IC 4705 and IC 4712.  No features.",2600,1
2601,1,"Slightly elongated.  Spiral arms might be mottled owing to the small angular size.",2601,1
2602,1,"Nearly edge-on with a bright core and faint disk.   In a SE-NW line with two companions and three stars (mag 8 to 11) plus three other very faint galaxies in the same line.",2602,1
2603,1,"Mostly face on with distinct spiral arms.",2603,1
2604,1,"Pair of small face-on spirals (with IC 4839, 4' NE).",2604,1
2605,1,"Face-on spiral with multiple arms - brighter on the N.",2605,1
2606,1,"Nearly face-on, bright core, mottled arms.",2606,1
2607,1,"Pair of lenticular/elliptical galaxies.  Small and faint.  No features.",2607,1
2608,1,"Pair of small galaxies with NGC 6850 (8' N).",2608,1
2609,1,"Small cotton ball, no features.",2609,1
2610,1,"Unremarkable lenticular, but with a companion PGC 64456 (mag 14.3, S0-a) that has slight spiral structure.   Several VERY faint and very small satellite galaxies, prob. not reachable to most amateur scopes.",2610,1
2611,1,"Elongated NE/SW with companion IC 5011 to S.",2611,1
2612,1,"Interacting pair:  IC 5020 has a bright core and very faint close-in spiral arms.   E 7' is PGC 64870 - (SBc, mag 13.8, 0.2') very LSB but with faint spiral arms.",2612,1
2613,1,"Elongated, fuzzy core, no features.   Companion IC 5007 is 10' NNE, elongated with spiral arms and additional structure to S.",2613,1
2614,1,"Flattened oval bright at the center with a faint halo disk.",2614,1
2615,1,"Bright bar, with S-shaped inner arms extending to a ring-like mottled outer disk.",2615,1
2616,1,"Bright core surrounded by faint ring.",2616,1
2617,1,"Pair with NGC 7130.  No features.   NGC 7130 is a small face-on spiral.",2617,1
2618,1,"Elongated, no features.",2618,1
2619,1,"Small, nearly edge-on, ""saucer"" shaped.",2619,1
2620,1,"Elongated, no features.",2620,1
2621,1,"Slightly elongated with tight fat arms against a disk that is asymmetrically bright (N side is brighter than S, but slightly more details present on the S side).",2621,1
2622,1,"Small, between a thin triangle of 8th-9th magnitude stars.",2622,1
2623,1,"Some field stars to S and E, but otherwise devoid.",2623,1
2624,1,"NE of star 1 Cam (mag 5.75).",2624,1
2625,1,"Oblong-shaped surrounded by 8-10th mag stars.",2625,1
2626,1,"Trio of dark nebulae (with B 16/17).  Not in a particularly rich field, so might not be viewable without long exposures.",2626,1
2627,1,"SW part of the Taurus Dark Cloud.",2627,1
2628,1,"Framed by an oval of 7-10th magnitude stars with some faint mag 13-14 stars in the foreground.",2628,1
2629,1,"Large dark nebula.",2629,1
2630,1,"Oblong dark nebula extended NE/SW.",2630,1
2631,1,"",2631,1
2632,1,"A star cloud within the Andromeda Galaxy",2632,1
2633,1,"Collection of small faint galaxies in the FOV.",2633,1
2635,1,"Very tight spiral face-on.  Many galaxies in FOV.",2635,1
2636,1,"Quartet of galaxies, all about 15' apart in a T configuration.",2636,1
2637,1,"Reflection nebula surrounding Merope in the Pleiades.   Averted vision and trying to keep the bright stars away from the center of the FOV is helpful.",2637,1
2638,1,"Nebula surrounding a cluster in the SMC.",2638,1
2639,1,"Group with over a dozen small faint galaxies.",2639,1
2640,1,"",2640,1
2641,1,"Face-on with tight spiral arms.",2641,1
2642,1,"Small misty cluster with over 100 faint (13-16th magnitude).",2642,1
2643,1,"The RN is small (5'x2') part of a more extensive nebulosity with structure and dark clouds framed by several stars (12-13th magnitude).",2643,1
2644,1,"Rich field with several LMC clusters.",2644,1
2645,1,"Incredibly complex field with several clusters and intricate nebulosity.",2645,1
2646,1,"NE side of the LMC with several open clusters.",2646,1
2647,1,"Clusters in LMC.",2647,1
2648,1,"GC in LMC.",2648,1
2649,1,"Small edge-on at the periphery of the LMC.  Nearly edge-on.",2649,1
2650,1,"LMC cluster + nebulosity.   Very interesting variations in the background density of stars in FOV.",2650,1
2651,1,"LMC clusters and nebulae.",2651,1
2652,1,"Small LMC cluster.  Wispy nebulae 16' SE.",2652,1
2653,1,"Small LMC cluster.   24' SW is a huge complex murky semi-dark nebula with bright edges and structure.",2653,1
2654,1,"Tiny unremarkable cluster, but 21' NW is a huge gaseous bubble.",2654,1
2655,1,"LMC cluster on the NE edge of the galaxy.",2655,1
2656,1,"LMC cluster.",2656,1
2657,1,"Two LMC clusters.",2657,1
2658,1,"LMC cluster.",2658,1
2659,1,"LMC GC and galaxy.",2659,1
2660,1,"Two LMC clusters.",2660,1
2661,1,"LMC cluster.",2661,1
2662,1,"Field of several faint clusters, hard to distinguish from the LMC background.",2662,1
2663,1,"Small slightly irregular-shaped cluster in the LMC.",2663,1
2664,1,"Small cluster in the LMC.",2664,1
2665,1,"LMC cluster + nebula.",2665,1
2666,1,"Small, hard to resolve cluster in the LMC.",2666,1
2667,1,"Uncompact cluster in LMC.",2667,1
2668,1,"Compact but no core.",2668,1
2669,1,"LMC cluster.",2669,1
2670,1,"Cluster in LMC.",2670,1
2671,1,"LMC cluster.",2671,1
2672,1,"LMC cluster.",2672,1
2673,1,"LMC Cluster.",2673,1
2674,1,"Large sooty patch.",2674,1
2676,1,"Field of widely-spaced small faint galaxies.  NGC 200 has a tiny bright core with long sweeping spiral arms.",2676,1
2677,1,"Field of almost 20 galaxies, all small and faint.",2677,1
2678,1,"Diffuse with brighter background to E.",2678,1
2679,1,"Irregular with several thin streams.  SE of M 7.",2679,1
2680,1,"Dark but against a dimmer MW background than to the W.",2680,1
2681,1,"Large and diffuse.",2681,1
2682,1,"Large, diagonal NE/SW extending outside the FOV.",2682,1
2683,1,"Nebulosity surrounding Maia in the Pleiades.   Slightly fainter than the Merope Nebula.",2683,1
2684,1,"NW end of the Taurus Dark Cloud complex.  Slightly less opaque to NE and SW.",2684,1
2685,1,"Small irregular nebula embedded in the highly-structured dark nebula B 14.",2685,1
2686,1,"Section of the Taurus Dark Nebula complex.   Might show an almost-entirely empty FOV to the SW aside from one 8th mag star.  More background stars appear to the NE.",2686,1
2687,1,"A crowded field with several open clusters and nebulae.",2687,1
2688,1,"Nebulosity and clusters in the SMC.",2688,1
2689,1,"Collection of five galaxies in FOV.    Very elongated with faint spiral arms on the disk.   The other galaxies are a collection of lenticulars and spirals, some slightly brighter.",2689,1
2690,1,"Elongated lenticular in a field with other faint/small galaxies, all elongated, no features.",2690,1
2691,1,"Field of NGC 4073, elliptical, and other small/faint lenticulars.  No features.",2691,1
2692,1,"Field of galaxies, mostly lenticular/elliptical.",2692,1
2693,1,"",2693,1
2694,1,"Nebulosity surrounding FU Orionis.   Two dark nebulae straddle is SE, NW.",2694,1
2695,1,"Dark nebula - rectangular with cluster Cr 74 to the W.",2695,1
2696,1,"",2696,1
2697,1,"Part of the dim bright nebula IC 4592.",2697,1
2698,1,"Large and elliptical.  Dim against the background.",2698,1
2699,1,"Rectangular blotch - not well framed.",2699,1
2700,1,"Extension of B 51 to the E.  Good contrast against stars to the W.",2700,1
2701,1,"Elongated hole, bordered by some 11th-12th mag stars.",2701,1
2702,1,"Patchy extension to B 47 to the E.",2702,1
2703,1,"Blotch, framed by 13-14th mag stars.",2703,1
2704,1,"Large ""hole"" against background.",2704,1
2705,1,"Very large and dark.   Will completely fill most eyepiece FOV.",2705,1
2706,1,"Mottled structure with B 246.   Little pools of black with small islands of stars, mag 13-14.",2706,1
2707,1,"Slightly sausage-shaped.   Not very distinct.",2707,1
2708,1,"Oblong patch, darker on W end.",2708,1
2709,1,"Very square-shaped ""hole"".   Dominates in most high-FOV eyepieces.",2709,1
2710,1,"Roundish ""hole"" 30' W of M 9.",2710,1
2711,1,"Five DNs in the FOV (B68 to B72, inclusive).  All are small, but distinct.",2711,1
2712,1,"Three dark nebulae (B73, 74, and 76 in field of view, creating ""islands"" of stars between them with a long trail going N/S.  

6th mag 191 Oph (= 33 Sco), is on the S edge of B 74;  4th mag 44 Oph is on its E side.",2712,1
2713,1,"Irregular structure;.  With adjoining LDN 115 to the N, forms a large X.",2713,1
2714,1,"Very large piece of a larger complex.   Best in binoculars and with very large FOV.",2714,1
2715,1,"Thin linear strip jutting out of the large B 275.  Framed by 13th magnitude stars, but might be difficult to detect.",2715,1
2716,1,"Big round blotch with several filamentary extensions.",2716,1
2717,1,"Small and indistinct.",2717,1
2718,1,"Patchy, not well-defined.",2718,1
2719,1,"Small, not very well defined.",2719,1
2720,1,"Hazy against the background.",2720,1
2721,1,"Pair of dark nebulae forming crescent.",2721,1
2722,1,"In between a triangle of 7th mag stars.",2722,1
2723,1,"Thin strips in the shape of a letter L or E.",2723,1
2724,1,"Complicated S-shaped structure made up of four DNs.  (B 106, 107, 110, 111).",2724,1
2725,1,"Irregular and not terribly opaque, 30' S of M 11.",2725,1
2726,1,"Thin ribbon.",2726,1
2727,1,"Patchy thin ribbon.",2727,1
2728,1,"B113 and B110 are large, just NE of M 11.",2728,1
2729,1,"Part of a large diffuse, not very opaque structure.",2729,1
2730,1,"Diffuse, part of a larger structure.",2730,1
2731,1,"Trio of dark patches (B 124, 125, 126).   B 126 is the most opaque.",2731,1
2732,1,"Three dark nebulae (B 127, 129, and 130) are just north of the 4th magnitude star 12 Aql.",2732,1
2733,1,"",2733,1
2734,1,"Framed by two 10th magnitude stars, this large dark nebula alongside the smaller Barnard 136 appear as two ""holes"" against the background Milky Way.",2734,1
2735,1,"With extensions B 137 and B 139, this large 3° arc has a mottled texture.",2735,1
2736,1,"Not as ""inky"" as nearby B-142/3, this large dark nebula is framed by several 7th magnitude stars.",2736,1
2737,1,"Part of Barnard's ""E"" with B 143, these dark nebulae stand out against the background Milky Way.",2737,1
2738,1,"",2738,1
2739,1,"Triangular shape.  NE of η Cygni.  Several foreground stars.",2739,1
2740,1,"Long thin pointing E-W.",2740,1
2741,1,"Backwards ""E"" shape.",2741,1
2742,1,"",2742,1
2743,1,"Ribbon-like stretching over 1°.",2743,1
2744,1,"Boomerang-shaped, some slightly faint stars to frame it.",2744,1
2745,1,"Irregularly shaped and spotty.   Might work in binoculars.",2745,1
2746,1,"Low opacity, very patchy.  In the same field as B 154.",2746,1
2747,1,"SE of ρ Cygni.  N/S with faint foreground stars.",2747,1
2748,1,"With B 159, W and SE of 75 Cygni with a concentration of Milky Way stars to the W.",2748,1
2749,1,"Large, more concentrated on the E side with extensions.",2749,1
2750,1,"X-shaped - more distinct on the E side.",2750,1
2751,1,"Cometary shape with globule that should stand out against the MW haze.",2751,1
2752,1,"Irregular shape.  Between two 10th mag stars and E of a line of 11-12th mag stars.",2752,1
2753,1,"String of three DNs running W to E (B 165, 166, 167).  Framed by a right triangle of 7-8th magnitude stars.",2753,1
2754,1,"In the FOV with B 169 and B 170.",2754,1
2755,1,"Not sharply defined.",2755,1
2756,1,"Shape is defined by 15th magnitude stars with one 7th magnitude star in the FOV (might be a double).   LDN 1160 is also in the FOV.",2756,1
2757,1,"",2757,1
2758,1,"Diffuse patch against the background.",2758,1
2759,1,"Irregular hole against background.",2759,1
2760,1,"Slightly elliptical with brighter background to E.",2760,1
2761,1,"Large piece of a much larger complex with a great deal of structure.",2761,1
2762,1,"Pair of adjoining darkish holes.  Framed by stars mag 9+.",2762,1
2763,1,"Large patch with  faint ""star"" lanes traversing it.",2763,1
2764,1,"Northern part of a much larger structure that includes B 268.   The entire complex should be nice in binoculars.",2764,1
2765,1,"Somewhat diffuse but extensive bordered by stars mag 11-13 but also with some foreground stars.",2765,1
2766,1,"Arc-like with a brighter background NW; fainter elsewhere.",2766,1
2767,1,"Dagger shaped.",2767,1
2768,1,"Pointy ellipse with a few 8-11th mag foreground stars on the NW side.",2768,1
2769,1,"Arc but not opaque with a 6th mag foreground star.",2769,1
2770,1,"Two linear patches with a diffuse island in between.   Some 9-12th mag stars on edges.",2770,1
2771,1,"Very widespread but not very opaque.",2771,1
2772,1,"Roughly rectangular but not opaque.",2772,1
2773,1,"Large with several streams amidst a diffuse background.   Hard to define.",2773,1
2774,1,"Brighter background to S;  not well defined.",2774,1
2775,1,"Inky spot, but with ill-defined edges.",2775,1
2776,1,"Long strip - less defined to the NE.",2776,1
2777,1,"Dark, arrowhead-shaped.",2777,1
2778,1,"Thin crescent-shaped just E of B 312.",2778,1
2779,1,"Small spot - hard to distinguish from the background.",2779,1
2780,1,"This smaller dark nebula is more suited to telescopes.",2780,1
2781,1,"Very dark empty patch between two 7.5 mag stars.   High contrast to the underlying Milky Way.",2781,1
2782,1,"Small ""hole"" with extensions having a few faint foreground stars.",2782,1
2783,1,"Fat comet shape.   The bright Milky Way to the SE is a sharp contrast.",2783,1
2784,1,"Small dark patch between two 8th mag stars.   Other less opaque areas in the FOV.",2784,1
2785,1,"Small ""hump"" dark against the background Milky Way.    Underlying faint nebulosity.  Surrounded by 10th mag stars in FOV.   Scattering of 13th-14th magnitude stars in foreground.",2785,1
2786,1,"Roundish.  Some faint 12th mag foreground stars.",2786,1
2787,1,"Inverse S-shaped.  Defined by 14-15th magnitude stars, some brighter.",2787,1
2788,1,"Comb-shaped with tendrils.  N of B 280.",2788,1
2789,1,"Dark rift E of γ Cygni between 8-10th magnitude stars.  Some 13th-14th magnitude stars in the foreground.   Underlying nebulosity of either side of the rift.  Extends out of the field of view SW and esp. NE.",2789,1
2790,1,"Very ""D"" shaped cluster of a dozen stars, well-detached, mag 8-12.   More of a novelty cluster.",2790,1
2791,1,"",2791,1
2792,1,"Sparse cluster, wide range of brightness (mag 6+).",2792,1
2793,1,"Sparse, probably not a cluster.   Stars form a sort-of double pentagon.",2793,1
2794,1,"15 stars mag 9+, not well-detached.",2794,1
2795,1,"indistinct inside a triangle of 7th mag stars, just N of the Rosette Nebula.",2795,1
2796,1,"15 stars, not detached.   Cr 104 is in the FOV to the W with a long arc of 9th-12th mag stars.",2796,1
2797,1,"Unconcentrated set of stars mag 9+.",2797,1
2798,1,"Faint collection of stars in a crowded field.",2798,1
2799,1,"Not detached;  7th mag star HD 47417 at center.",2799,1
2800,1,"Unconcentrated - sort of wedge shaped.",2800,1
2801,1,"Hard to distinguish in the field.  With Cr 198.",2801,1
2802,1,"Cluster has 40 stars, undetached, mag 7+.   Nebula (Gum 15) is highly-structured.",2802,1
2803,0,"Unremarkable cluster NW of the Running Chicken Nebula.",2803,1
2804,1,"Two clusters (with Cr 257, 36' to SW).   Concentration of 9th magnitude stars at center.",2804,1
2805,1,"Heart-shaped with a central core.",2805,1
2806,1,"Very loose, barely detached.",2806,1
2807,1,"~30 stars, no concentration, in a rich field.",2807,1
2808,1,"Collection of stars(mag 9+) within a rich field;  hard to distinguish.",2808,1
2809,1,"Ill-defined cluster with a rich field to the E and darker region to the W.   Several brighter stars in FOV.",2809,1
2810,1,"About 80 stars, concentrated, mag 11+.",2810,1
2811,1,"Not detached.  In rich field.  Mag 9+.",2811,1
2812,1,"",2812,1
2813,1,"About 20 stars, mag 9+, in a very rich field.",2813,1
2814,1,"Not detached, some faint nebulosity from IC 1311 in FOV.",2814,1
2815,1,"Small scattering of stars.   Not detached.",2815,1
2816,1,"Poor cluster on the outskirts of the North American Nebula.",2816,1
2817,1,"A field of stars just NW of NGC 7788.  Not much of a cluster, but there are some interesting arrangements of 11-14th magnitude stars in clumps and lines.",2817,1
2819,1,"Loose collection of ~25 stars mag 5+.",2819,1
2820,1,"Cluster of about 20 stars surrounding ε Orionis (Alnilam).",2820,1
2821,1,"Sparse large cluster.",2821,1
2822,1,"Very large cluster - sparse.",2822,1
2823,1,"UMa moving group.",2823,1
2824,1,"Indistinct cluster situated between globulars M 80 and M 4, with Antares just under 1° to the WSW, embedded in very faint nebulosity.   The interesting observation in this field might just be imaging it with a wide enough FOV to capture all of the components.",2824,1
2825,1,"Extremely small cluster, hard to distinguish from the surrounding field.",2825,1
2826,1,"Detached cluster of about 60 stars embedded in a faint nebulosity.",2826,1
2827,1,"Large and best suited for large FOVs.   The brightest stars are 8th magnitude.",2827,1
2828,1,"S and E of HD 33541 (mag 5.8) this large cluster won't stand out, but the field should have a wide range of brightnesses.",2828,1
2829,1,"Very large and sparse, stars from 4th to 8th magnitude stars.   Only suited for binoculars.",2829,1
2830,1,"Loose collection of stars surrounding 16 Aurigae.",2830,1
2831,1,"Quasar - will only appear stellar.",2831,1
2832,1,"Interacting pair, both highly distorted.",2832,1
2833,1,"Large but very faint.  Double lobed structure.",2833,1
2834,-9,"Can only be observed with hours-long exposures in the near-IR owing to its location in the zone of avoidance.",2834,1
2835,1,"Large but very faint.",2835,1
2836,1,"A ring galaxy.  Not suitable for most amateur scopes or imagers.",2836,1
2837,1,"Set of very faint galaxies too small to show features.",2837,1
2838,1,"Snake-like warped disk with no central core.   Extremely thin.",2838,1
2839,0,"Not typically doable without very large aperture (18"")",2839,1
2840,1,"Interacting pair with an M 82-like edge-on, and a ring galaxy interlocked.",2840,1
2841,1,"Oval-shaped PN.",2841,1
2843,1,"Extremely faint.",2843,1
2844,1,"Field of dozens of small faint galaxies, none showing features, but the sheer number of objects is interesting.",2844,1
