358	NGC 2204		CMA	S						Op. Cl.	II2r	06.2617	-18.650	8.6	13.11	0.78	13'	2	2	0	Cr 88, Mel 44, H400 75
2014	NGC 2223		CMA	M						Bar. Sp. Gal.	SBbc	06.4101	-22.834	12.46	13.71	0.16	2.6' x 1.5'	2	2	0	
635	NGC 2280		CMA	M						Sp. Gal.	SA(s)cd	06.7470	-27.639	10.5	12.34	1.09	6.3' x 3.1'	2	3	0	
639	NGC 2367	Charlie Brown's Xmas Tree	CMA	S						Op. Cl.	IV3p	07.3354	-21.883	7.9	10.36	1.88	3.5'	2	3	0	Cr 137
859	NGC 2383/4		CMA	S						Op. Cl.	I3m	07.4113	-20.945	11.63	11.63	1.37	5'	2	2	1	Cr 141, Cr 142
1821	Sh2-296	Seagull Wing's Nebula	CMA	I						Em. Neb.	3, 2, 3	07.0984	-11.217				150' x 20'	2	2	0	
844	NGC 2217		CMA	M						Bar. Sp. Gal.	SBa	06.3613	-27.231	11.93	13.53	0.61	4.4' x 4.8'	1	3	0	
2643	NGC 2327	Parrot Nebula	CMA	I						Ref. Neb.		07.0690	-11.314				40'+ x 10'	0	0	0	
858	NGC 2345		CMA	S						Op. Cl.	II3r	07.1385	-13.190	7.7	12.44	1.05	10'	1	2	0	Cr 129, Mel 61
853	NGC 2293		CMA	M						Lent. Gal.	E	06.7955	-26.751	11.2	14.03	0.41	4.2' x 3.3'	1	2	2	
2019	NGC 2283		CMA	I						Sp. Gal.	Sc	06.7649	-18.207	12.94	15.08	-0.71	3.5' x 2.6'	1	2	0	
1184	Cr 140	Tuft of the Dog	CMA	B						Op. Cl.	III3p	07.3988	-32.201	3.5	11.35	1.48	42'	1	0	0	
628	NGC 2243		CMA	S						Op. Cl.	I2r	06.4932	-31.284	9.4	12.15	1.16	4'	2	1	0	Cr 98, Mel 46
758	NGC 6907	Giant Behemoth Galaxy	CAP	M						Sp. Gal.	Sbc	20.4190	-24.807	11.1	13.44	0.65	3.3' x 2.7'	2	2	0	
16	M 30	Jellyfish Cluster	CAP	M						Glob. Cl.	V	21.6728	-23.180	7.7	12.83	0.76	12'	3	2	0	NGC 7099, Mel 237
2640	NGC 3576	Statue of Liberty Nebula	CAR	I						Em. Neb.		11.1966	-61.300				24' x 20'	0		0	NGC 3581, NGC 3582, NGC 3579, NGC 3584, NGC 3586
1263	C 92	η Carinae Nebula	CAR	B						Cl. + Neb.	EN	10.7391	-59.886	1.0	11.13	1.57	2°	0		1	NGC 3372, Ast24 84
1264	C 102	Southern Pleiades	CAR	B						Op. Cl.	II3m	10.7168	-64.397	1.9	11.64	1.37	1°40'	0		0	IC 2602, Cr 229, Mel 102, Ast24 94
1271	C 91	Wishing Well Cluster	CAR	B						Op. Cl.	II1m	11.0947	-58.750	3.0	11.23	1.53	50'	0		0	NGC 3532, Cr 238, Mel 103
1188	C 96	Sprinter Cluster	CAR	B						Op. Cl.	I3r	07.9686	-60.753	3.8	10.25	1.93	30'	0		0	NGC 2516, Cr 172, Mel 82
1249	NGC 3293	Gem Cluster	CAR	S						Cl. + Neb.	I3r	10.5975	-58.227	4.7	8.95	2.44	8'	0		0	Cr 224, Mel 100
1248	NGC 3324	Keyhole Nebula	CAR	S						Cl. + Neb.	I, Br, I	10.6227	-58.639	6.7	12.28	1.11	15.5' x 14.0'	0		0	Cr 225, IC 2599
1247	NGC 3247	Whirling Dervish Nebula	CAR	S						Cl. + Neb.	II2p	10.4054	-57.758	7.6			5'	0		1	
1280	Cr 245	Rip-Torn Cluster	CAR	S						Op. Cl.	II3m	11.2914	-62.729	8.2	13.82	0.49	15'	0		0	IC 2714, Mel 104
1220	C 90		CAR	M						Plan. Neb.		09.3577	-58.310	10.0	6.26	3.32	12" x 16"	0		0	NGC 2867
1218	NGC 3059		CAR	M						Bar. Sp. Gal.	SBc	09.8368	-73.920	11.24	12.37	1.07	2.6' x 1.4'	0		0	
1241	NGC 3211		CAR	M						Plan. Neb.		10.2980	-62.667	10.7	8.37	2.67	29" x 19"	0		0	
1219	IC 2501		CAR	M						Plan. Neb.		09.6471	-60.090	10.4	7.68	2.95	20.4" x 18.4"	0		0	
1213	IC 2448		CAR	M						Plan. Neb.		09.1194	-69.940	10.4	8.58	2.59	30" x 28.4"	0		0	
1231	IC 2553		CAR	M						Plan. Neb.		10.1564	-62.611	10.3	5.92	3.65	9"	0		0	
1279	NGC 3603		CAR	I						Em. Neb.	I1p	11.2570	-61.247	9.1			2.5'	0		0	Cr 244
1269	NGC 3496		CAR	S						Op. Cl.	III1m	10.9938	-60.334	8.2	12.71	0.94	9'	0		0	Cr 237
1242	Cr 227		CAR	S						Op. Cl.	III1m	10.7040	-65.097	8.0	13.62	0.57	15'	0		0	Mel 101
1267	NGC 3519		CAR	S						Op. Cl.		11.0698	-61.372	7.7			8.9'	0		0	
1277	Cr 241		CAR	S						Op. Cl.	III2p	11.1916	-60.663	6.9			8.3'	0		1	Tr 18, Cr 242
1276	NGC 3572		CAR	S						Cl. + Neb.	I2m	11.1735	-60.245	6.6	10.23	1.93	6'	0		0	Cr 239, Cr 240
1214	NGC 2808		CAR	B						Glob. Cl.	I	09.2017	-64.862	5.69	8.92	2.45	5'	0		0	Mel 95
1554	Tr 14/15/16		CAR	S						Op. Cl.		10.7328	-59.548	5.5			5.3'	0		3	Cr 230, Cr 233, Cr 231
1246	IC 2581		CAR	B						Op. Cl.	I3m	10.4586	-57.614	4.3	8.26	2.72	7'	0		0	Cr 222
1234	NGC 3114	Hand Cluster	CAR	B						Op. Cl.	II3r	10.0440	-60.118	4.2	11.32	1.49	30'	0		0	Cr 215, Mel 98
275	NGC 129		CAS	S						Op. Cl.	IV2p	00.5000	+60.218	6.5	12.85	0.77	21'	1	2	0	Cr 2, H400 2
274	NGC 133+146		CAS	S						Op. Cl.	IV1p	00.5214	+63.352	9.4	13.36	0.57	7'	1	2	1	Cr 3, Cr 5
41	NGC 7790	Widow's Web Cluster	CAS	S						Op. Cl.	III2p	23.9734	+61.208	8.5	11.73	1.27	7.4'	2	3	0	H400 399, Cr 461
267	NGC 7789	Caroline's Rose Cluster	CAS	B						Op. Cl.	II2r	23.9567	+56.708	6.7	13.82	0.38	16'	2	3	0	Cr 460, Mel 245, H400 398
